dateTime,value,date
01:08:30,1,2023-03-30
01:09:30,1,2023-03-30
01:10:30,1,2023-03-30
01:11:30,1,2023-03-30
01:12:30,1,2023-03-30
01:13:30,1,2023-03-30
01:14:30,1,2023-03-30
01:15:30,1,2023-03-30
01:16:30,1,2023-03-30
01:17:30,1,2023-03-30
01:18:30,1,2023-03-30
01:19:30,1,2023-03-30
01:20:30,1,2023-03-30
01:21:30,1,2023-03-30
01:22:30,1,2023-03-30
01:23:30,1,2023-03-30
01:24:30,1,2023-03-30
01:25:30,1,2023-03-30
01:26:30,1,2023-03-30
01:27:30,1,2023-03-30
01:28:30,1,2023-03-30
01:29:30,1,2023-03-30
01:30:30,1,2023-03-30
01:31:30,1,2023-03-30
01:32:30,1,2023-03-30
01:33:30,1,2023-03-30
01:34:30,1,2023-03-30
01:35:30,1,2023-03-30
01:36:30,1,2023-03-30
01:37:30,1,2023-03-30
01:38:30,1,2023-03-30
01:39:30,1,2023-03-30
01:40:30,1,2023-03-30
01:41:30,1,2023-03-30
01:42:30,1,2023-03-30
01:43:30,1,2023-03-30
01:44:30,1,2023-03-30
01:45:30,1,2023-03-30
01:46:30,1,2023-03-30
01:47:30,1,2023-03-30
01:48:30,1,2023-03-30
01:49:30,1,2023-03-30
01:50:30,1,2023-03-30
01:51:30,1,2023-03-30
01:52:30,1,2023-03-30
01:53:30,1,2023-03-30
01:54:30,1,2023-03-30
01:55:30,1,2023-03-30
01:56:30,1,2023-03-30
01:57:30,1,2023-03-30
01:58:30,1,2023-03-30
01:59:30,1,2023-03-30
02:00:30,1,2023-03-30
02:01:30,1,2023-03-30
02:02:30,1,2023-03-30
02:03:30,1,2023-03-30
02:04:30,1,2023-03-30
02:05:30,1,2023-03-30
02:06:30,1,2023-03-30
02:07:30,1,2023-03-30
02:08:30,1,2023-03-30
02:09:30,1,2023-03-30
02:10:30,1,2023-03-30
02:11:30,1,2023-03-30
02:12:30,1,2023-03-30
02:13:30,1,2023-03-30
02:14:30,1,2023-03-30
02:15:30,1,2023-03-30
02:16:30,1,2023-03-30
02:17:30,1,2023-03-30
02:18:30,1,2023-03-30
02:19:30,1,2023-03-30
02:20:30,1,2023-03-30
02:21:30,1,2023-03-30
02:22:30,1,2023-03-30
02:23:30,1,2023-03-30
02:24:30,1,2023-03-30
02:25:30,1,2023-03-30
02:26:30,1,2023-03-30
02:27:30,1,2023-03-30
02:28:30,1,2023-03-30
02:29:30,1,2023-03-30
02:30:30,1,2023-03-30
02:31:30,1,2023-03-30
02:32:30,1,2023-03-30
02:33:30,1,2023-03-30
02:34:30,1,2023-03-30
02:35:30,1,2023-03-30
02:36:30,1,2023-03-30
02:37:30,1,2023-03-30
02:38:30,1,2023-03-30
02:39:30,1,2023-03-30
02:40:30,1,2023-03-30
02:41:30,1,2023-03-30
02:42:30,1,2023-03-30
02:43:30,1,2023-03-30
02:44:30,1,2023-03-30
02:45:30,1,2023-03-30
02:46:30,1,2023-03-30
02:47:30,1,2023-03-30
02:48:30,1,2023-03-30
02:49:30,1,2023-03-30
02:50:30,1,2023-03-30
02:51:30,1,2023-03-30
02:52:30,1,2023-03-30
02:53:30,1,2023-03-30
02:54:30,1,2023-03-30
02:55:30,1,2023-03-30
02:56:30,1,2023-03-30
02:57:30,1,2023-03-30
02:58:30,1,2023-03-30
02:59:30,1,2023-03-30
03:00:30,1,2023-03-30
03:01:30,1,2023-03-30
03:02:30,1,2023-03-30
03:03:30,1,2023-03-30
03:04:30,1,2023-03-30
03:05:30,1,2023-03-30
03:06:30,1,2023-03-30
03:07:30,1,2023-03-30
03:08:30,1,2023-03-30
03:09:30,1,2023-03-30
03:10:30,1,2023-03-30
03:11:30,1,2023-03-30
03:12:30,1,2023-03-30
03:13:30,1,2023-03-30
03:14:30,1,2023-03-30
03:15:30,1,2023-03-30
03:16:30,1,2023-03-30
03:17:30,1,2023-03-30
03:18:30,1,2023-03-30
03:19:30,2,2023-03-30
03:20:30,1,2023-03-30
03:21:30,1,2023-03-30
03:22:30,1,2023-03-30
03:23:30,1,2023-03-30
03:24:30,1,2023-03-30
03:25:30,1,2023-03-30
03:26:30,1,2023-03-30
03:27:30,1,2023-03-30
03:28:30,1,2023-03-30
03:29:30,1,2023-03-30
03:30:30,1,2023-03-30
03:31:30,1,2023-03-30
03:32:30,1,2023-03-30
03:33:30,1,2023-03-30
03:34:30,1,2023-03-30
03:35:30,1,2023-03-30
03:36:30,1,2023-03-30
03:37:30,1,2023-03-30
03:38:30,1,2023-03-30
03:39:30,1,2023-03-30
03:40:30,1,2023-03-30
03:41:30,1,2023-03-30
03:42:30,1,2023-03-30
03:43:30,1,2023-03-30
03:44:30,1,2023-03-30
03:45:30,1,2023-03-30
03:46:30,1,2023-03-30
03:47:30,1,2023-03-30
03:48:30,1,2023-03-30
03:49:30,1,2023-03-30
03:50:30,1,2023-03-30
03:51:30,1,2023-03-30
03:52:30,1,2023-03-30
03:53:30,1,2023-03-30
03:54:30,1,2023-03-30
03:55:30,1,2023-03-30
03:56:30,1,2023-03-30
03:57:30,1,2023-03-30
03:58:30,1,2023-03-30
03:59:30,1,2023-03-30
04:00:30,1,2023-03-30
04:01:30,1,2023-03-30
04:02:30,1,2023-03-30
04:03:30,1,2023-03-30
04:04:30,1,2023-03-30
04:05:30,1,2023-03-30
04:06:30,1,2023-03-30
04:07:30,1,2023-03-30
04:08:30,1,2023-03-30
04:09:30,1,2023-03-30
04:10:30,1,2023-03-30
04:11:30,1,2023-03-30
04:12:30,1,2023-03-30
04:13:30,1,2023-03-30
04:14:30,1,2023-03-30
04:15:30,1,2023-03-30
04:16:30,1,2023-03-30
04:17:30,1,2023-03-30
04:18:30,1,2023-03-30
04:19:30,1,2023-03-30
04:20:30,1,2023-03-30
04:21:30,1,2023-03-30
04:22:30,1,2023-03-30
04:23:30,1,2023-03-30
04:24:30,1,2023-03-30
04:25:30,1,2023-03-30
04:26:30,1,2023-03-30
04:27:30,1,2023-03-30
04:28:30,1,2023-03-30
04:29:30,1,2023-03-30
04:30:30,1,2023-03-30
04:31:30,1,2023-03-30
04:32:30,1,2023-03-30
04:33:30,1,2023-03-30
04:34:30,1,2023-03-30
04:35:30,1,2023-03-30
04:36:30,1,2023-03-30
04:37:30,1,2023-03-30
04:38:30,1,2023-03-30
04:39:30,1,2023-03-30
04:40:30,1,2023-03-30
04:41:30,1,2023-03-30
04:42:30,1,2023-03-30
04:43:30,1,2023-03-30
04:44:30,1,2023-03-30
04:45:30,1,2023-03-30
04:46:30,1,2023-03-30
04:47:30,1,2023-03-30
04:48:30,1,2023-03-30
04:49:30,1,2023-03-30
04:50:30,1,2023-03-30
04:51:30,1,2023-03-30
04:52:30,1,2023-03-30
04:53:30,1,2023-03-30
04:54:30,1,2023-03-30
04:55:30,1,2023-03-30
04:56:30,1,2023-03-30
04:57:30,1,2023-03-30
04:58:30,1,2023-03-30
04:59:30,1,2023-03-30
05:00:30,1,2023-03-30
05:01:30,1,2023-03-30
05:02:30,1,2023-03-30
05:03:30,1,2023-03-30
05:04:30,1,2023-03-30
05:05:30,1,2023-03-30
05:06:30,1,2023-03-30
05:07:30,1,2023-03-30
05:08:30,1,2023-03-30
05:09:30,1,2023-03-30
05:10:30,1,2023-03-30
05:11:30,1,2023-03-30
05:12:30,1,2023-03-30
05:13:30,1,2023-03-30
05:14:30,1,2023-03-30
05:15:30,1,2023-03-30
05:16:30,1,2023-03-30
05:17:30,1,2023-03-30
05:18:30,1,2023-03-30
05:19:30,1,2023-03-30
05:20:30,1,2023-03-30
05:21:30,1,2023-03-30
05:22:30,1,2023-03-30
05:23:30,1,2023-03-30
05:24:30,1,2023-03-30
05:25:30,1,2023-03-30
05:26:30,1,2023-03-30
05:27:30,1,2023-03-30
05:28:30,1,2023-03-30
05:29:30,1,2023-03-30
05:30:30,1,2023-03-30
05:31:30,1,2023-03-30
05:32:30,1,2023-03-30
05:33:30,1,2023-03-30
05:34:30,1,2023-03-30
05:35:30,1,2023-03-30
05:36:30,1,2023-03-30
05:37:30,1,2023-03-30
05:38:30,1,2023-03-30
05:39:30,1,2023-03-30
05:40:30,1,2023-03-30
05:41:30,1,2023-03-30
05:42:30,1,2023-03-30
05:43:30,1,2023-03-30
05:44:30,1,2023-03-30
05:45:30,1,2023-03-30
05:46:30,1,2023-03-30
05:47:30,1,2023-03-30
05:48:30,1,2023-03-30
05:49:30,1,2023-03-30
05:50:30,1,2023-03-30
05:51:30,1,2023-03-30
05:52:30,1,2023-03-30
05:53:30,1,2023-03-30
05:54:30,1,2023-03-30
05:55:30,1,2023-03-30
05:56:30,1,2023-03-30
05:57:30,1,2023-03-30
05:58:30,1,2023-03-30
05:59:30,1,2023-03-30
06:00:30,1,2023-03-30
06:01:30,1,2023-03-30
06:02:30,1,2023-03-30
06:03:30,1,2023-03-30
06:04:30,1,2023-03-30
06:05:30,1,2023-03-30
06:06:30,1,2023-03-30
06:07:30,1,2023-03-30
06:08:30,1,2023-03-30
06:09:30,1,2023-03-30
06:10:30,1,2023-03-30
06:11:30,1,2023-03-30
06:12:30,1,2023-03-30
06:13:30,1,2023-03-30
06:14:30,1,2023-03-30
06:15:30,1,2023-03-30
06:16:30,1,2023-03-30
06:17:30,1,2023-03-30
06:18:30,1,2023-03-30
06:19:30,1,2023-03-30
06:20:30,1,2023-03-30
06:21:30,1,2023-03-30
06:22:30,1,2023-03-30
06:23:30,1,2023-03-30
06:24:30,1,2023-03-30
06:25:30,1,2023-03-30
06:26:30,1,2023-03-30
06:27:30,1,2023-03-30
06:28:30,1,2023-03-30
06:29:30,1,2023-03-30
06:30:30,1,2023-03-30
06:31:30,1,2023-03-30
06:32:30,1,2023-03-30
06:33:30,1,2023-03-30
06:34:30,1,2023-03-30
06:35:30,1,2023-03-30
06:36:30,1,2023-03-30
06:37:30,1,2023-03-30
06:38:30,1,2023-03-30
06:39:30,1,2023-03-30
06:40:30,1,2023-03-30
06:41:30,1,2023-03-30
06:42:30,1,2023-03-30
06:43:30,1,2023-03-30
06:44:30,1,2023-03-30
06:45:30,1,2023-03-30
06:46:30,1,2023-03-30
06:47:30,1,2023-03-30
06:48:30,1,2023-03-30
06:49:30,1,2023-03-30
06:50:30,1,2023-03-30
06:51:30,1,2023-03-30
06:52:30,1,2023-03-30
06:53:30,1,2023-03-30
06:54:30,1,2023-03-30
06:55:30,1,2023-03-30
06:56:30,1,2023-03-30
06:57:30,1,2023-03-30
06:58:30,1,2023-03-30
06:59:30,1,2023-03-30
07:00:30,1,2023-03-30
07:01:30,1,2023-03-30
07:02:30,2,2023-03-30
03:15:30,1,2023-03-31
03:16:30,1,2023-03-31
03:17:30,1,2023-03-31
03:18:30,1,2023-03-31
03:19:30,1,2023-03-31
03:20:30,1,2023-03-31
03:21:30,1,2023-03-31
03:22:30,1,2023-03-31
03:23:30,2,2023-03-31
03:24:30,1,2023-03-31
03:25:30,1,2023-03-31
03:26:30,1,2023-03-31
03:27:30,1,2023-03-31
03:28:30,1,2023-03-31
03:29:30,1,2023-03-31
03:30:30,1,2023-03-31
03:31:30,1,2023-03-31
03:32:30,1,2023-03-31
03:33:30,1,2023-03-31
03:34:30,1,2023-03-31
03:35:30,1,2023-03-31
03:36:30,1,2023-03-31
03:37:30,1,2023-03-31
03:38:30,1,2023-03-31
03:39:30,1,2023-03-31
03:40:30,1,2023-03-31
03:41:30,1,2023-03-31
03:42:30,1,2023-03-31
03:43:30,1,2023-03-31
03:44:30,1,2023-03-31
03:45:30,1,2023-03-31
03:46:30,1,2023-03-31
03:47:30,1,2023-03-31
03:48:30,1,2023-03-31
03:49:30,1,2023-03-31
03:50:30,1,2023-03-31
03:51:30,1,2023-03-31
03:52:30,1,2023-03-31
03:53:30,1,2023-03-31
03:54:30,1,2023-03-31
03:55:30,1,2023-03-31
03:56:30,1,2023-03-31
03:57:30,1,2023-03-31
03:58:30,1,2023-03-31
03:59:30,1,2023-03-31
04:00:30,1,2023-03-31
04:01:30,1,2023-03-31
04:02:30,1,2023-03-31
04:03:30,1,2023-03-31
04:04:30,1,2023-03-31
04:05:30,1,2023-03-31
04:06:30,1,2023-03-31
04:07:30,1,2023-03-31
04:08:30,1,2023-03-31
04:09:30,1,2023-03-31
04:10:30,1,2023-03-31
04:11:30,1,2023-03-31
04:12:30,1,2023-03-31
04:13:30,1,2023-03-31
04:14:30,1,2023-03-31
04:15:30,1,2023-03-31
04:16:30,1,2023-03-31
04:17:30,1,2023-03-31
04:18:30,1,2023-03-31
04:19:30,1,2023-03-31
04:20:30,1,2023-03-31
04:21:30,1,2023-03-31
04:22:30,1,2023-03-31
04:23:30,1,2023-03-31
04:24:30,1,2023-03-31
04:25:30,1,2023-03-31
04:26:30,1,2023-03-31
04:27:30,1,2023-03-31
04:28:30,1,2023-03-31
04:29:30,1,2023-03-31
04:30:30,1,2023-03-31
04:31:30,1,2023-03-31
04:32:30,1,2023-03-31
04:33:30,1,2023-03-31
04:34:30,1,2023-03-31
04:35:30,1,2023-03-31
04:36:30,1,2023-03-31
04:37:30,1,2023-03-31
04:38:30,1,2023-03-31
04:39:30,1,2023-03-31
04:40:30,1,2023-03-31
04:41:30,1,2023-03-31
04:42:30,1,2023-03-31
04:43:30,1,2023-03-31
04:44:30,1,2023-03-31
04:45:30,1,2023-03-31
04:46:30,1,2023-03-31
04:47:30,1,2023-03-31
04:48:30,1,2023-03-31
04:49:30,1,2023-03-31
04:50:30,1,2023-03-31
04:51:30,1,2023-03-31
04:52:30,1,2023-03-31
04:53:30,1,2023-03-31
04:54:30,1,2023-03-31
04:55:30,1,2023-03-31
04:56:30,1,2023-03-31
04:57:30,1,2023-03-31
04:58:30,1,2023-03-31
04:59:30,1,2023-03-31
05:00:30,1,2023-03-31
05:01:30,1,2023-03-31
05:02:30,1,2023-03-31
05:03:30,1,2023-03-31
05:04:30,1,2023-03-31
05:05:30,1,2023-03-31
05:06:30,1,2023-03-31
05:07:30,1,2023-03-31
05:08:30,1,2023-03-31
05:09:30,1,2023-03-31
05:10:30,1,2023-03-31
05:11:30,1,2023-03-31
05:12:30,1,2023-03-31
05:13:30,1,2023-03-31
05:14:30,1,2023-03-31
05:15:30,1,2023-03-31
05:16:30,1,2023-03-31
05:17:30,1,2023-03-31
05:18:30,1,2023-03-31
05:19:30,1,2023-03-31
05:20:30,1,2023-03-31
05:21:30,1,2023-03-31
05:22:30,1,2023-03-31
05:23:30,1,2023-03-31
05:24:30,1,2023-03-31
05:25:30,1,2023-03-31
05:26:30,1,2023-03-31
05:27:30,1,2023-03-31
05:28:30,1,2023-03-31
05:29:30,1,2023-03-31
05:30:30,1,2023-03-31
05:31:30,1,2023-03-31
05:32:30,1,2023-03-31
05:33:30,1,2023-03-31
05:34:30,1,2023-03-31
05:35:30,1,2023-03-31
05:36:30,1,2023-03-31
05:37:30,1,2023-03-31
05:38:30,1,2023-03-31
05:39:30,1,2023-03-31
05:40:30,1,2023-03-31
05:41:30,1,2023-03-31
05:42:30,1,2023-03-31
05:43:30,1,2023-03-31
05:44:30,1,2023-03-31
05:45:30,1,2023-03-31
05:46:30,1,2023-03-31
05:47:30,1,2023-03-31
05:48:30,1,2023-03-31
05:49:30,1,2023-03-31
05:50:30,1,2023-03-31
05:51:30,1,2023-03-31
05:52:30,1,2023-03-31
05:53:30,1,2023-03-31
05:54:30,1,2023-03-31
05:55:30,1,2023-03-31
05:56:30,1,2023-03-31
05:57:30,1,2023-03-31
